,Unnamed: 0,label,affairVoteId,meaningYesText,meaningNoText,numYes,numNo,numAbst,section,artId,orientation,progvscons,name,group,vote,Genre,Âge,District
10,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Vincent BOAND,UDC,-1.0,H,30-45,Sion
11,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Jean BONNARD,AC,1.0,H,65+,Sion
12,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Alex BONVIN,UDC,-1.0,H,45-65,Sierre
13,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Nicolas BONVIN,PDC,1.0,H,30-45,Sierre
14,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Gaël BOURGEOIS,AdG,1.0,H,30-45,Martigny
15,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Hermann BRUNNER,CSPO,1.0,H,65+,Westlich Raron
16,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Michael BURGENER,CVPO,-1.0,H,30-45,Visp
18,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Peter BURRI,ZUK-VS,-1.0,H,45-65,Visp
20,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Florine CARRON,LES VERTS,1.0,F,30-45,Martigny
21,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Florence CARRON DARBELLAY,PDC,1.0,F,45-65,Martigny
22,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Jean-Dominique CIPOLLA,UDC,-1.0,H,65+,Martigny
23,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Stéphane CLAVIEN,VLR,-1.0,H,45-65,Sierre
24,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Gabrielle CORNUT-ZUFFEREY,LES VERTS,1.0,F,45-65,Sierre
25,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Adeline CRETTENAND,VLR,-1.0,F,18-30,Martigny
26,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Narcisse CRETTENAND,VLR,-1.0,H,65+,Martigny
27,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Blaise CRETTOL,AC,1.0,H,45-65,Sierre
28,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Cilette CRETTON,AC,1.0,F,65+,Martigny
29,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Lucile CURDY,AdG,1.0,F,18-30,Conthey
30,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Alina DARBELLAY,LES VERTS,1.0,F,45-65,Sion
31,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Olivier DERIVAZ,AdG,1.0,H,45-65,Monthey
32,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Ralph DESSIMOZ,PDC,1.0,H,45-65,Conthey
33,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Arnaud DUBOIS,VLR,1.0,H,30-45,Monthey
34,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Alain DUBOSSON,UDC,-1.0,H,18-30,Monthey
35,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Corinne DUC BONVIN,AdG,1.0,F,45-65,Sierre
36,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Sophie DUCREY,AC,1.0,F,18-30,Monthey
37,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Marius DUMOULIN,PDC,1.0,H,65+,Sion
38,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Jean-Marc DUPONT,AdG,1.0,H,45-65,Martigny
39,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Christian ESCHER,CSPO,1.0,H,30-45,Brig
40,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Florian EVEQUOZ,AC,1.0,H,30-45,Conthey
41,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,German EYER,ZUK-VS,1.0,H,45-65,Brig
42,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Natascha FARQUET,VLR,1.0,F,30-45,Martigny
43,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Florent FAVRE,PDC,1.0,H,18-30,Conthey
44,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Sandro FONTANA,PDC,1.0,H,45-65,Monthey
45,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Jérôme FORMAZ,UDC,-1.0,H,45-65,Entremont
46,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Sabine FOURNIER,LES VERTS,1.0,F,45-65,St-Maurice
47,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Damien FUMEAUX,UDC,-1.0,H,18-30,Conthey
48,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Pascale FUMEAUX,AC,1.0,F,30-45,Conthey
49,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Claudia GAILLARD MOREND,LES VERTS,1.0,F,45-65,Hérens
50,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Marc-Antoine GENOLET,UDC,-1.0,H,45-65,Hérens
51,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,François GENOUD,VLR,-1.0,H,65+,Sierre
52,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Géraldine GIANADDA,VLR,1.0,F,45-65,Martigny
53,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Vincent GÜNTHER,LES VERTS,1.0,H,45-65,Martigny
54,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Ida HÄFLIGER,CSPO,1.0,F,45-65,Visp
55,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Monika HOLZEGGER,ZUK-VS,-1.0,F,45-65,Brig
56,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Lukas KALBERMATTEN,CVPO,-1.0,H,45-65,Westlich Raron
58,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Michael KREUZER,SVPO,-1.0,H,30-45,Visp
59,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Madeleine KUONEN-EGGO,ZUK-VS,1.0,F,45-65,Leuk
60,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Alain LÉGER,PDC,1.0,H,30-45,Martigny
61,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Jean-François LOVEY,AC,1.0,H,65+,Entremont
62,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Damien LUISIER,PDC,1.0,H,18-30,Martigny
63,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Vincent LUYET,AC,1.0,H,30-45,Sion
64,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Natacha MARET,PDC,1.0,F,30-45,Entremont
65,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Rainer MATHIER,CVPO,-1.0,H,45-65,Leuk
66,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Thomas MATTER,CSPO,1.0,H,45-65,Leuk
67,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Kamy MAY,PDC,1.0,F,18-30,Entremont
68,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Nicolas METTAN,PDC,1.0,H,45-65,St-Maurice
69,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Fabienne MURMANN,CVPO,-1.0,F,30-45,Leuk
70,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Jean-Daniel NANCHEN,LES VERTS,1.0,H,45-65,Sierre
71,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Frédéric PITTELOUD,PDC,-1.0,H,45-65,Hérens
72,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Géraldine POUGET-ZUFFEREY,PDC,1.0,F,30-45,Sierre
73,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Emilie PRAZ,AC,1.0,F,30-45,Sion
74,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,François QUENNOZ,UDC,-1.0,H,18-30,Sion
75,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Damien RABOUD,UDC,-1.0,H,30-45,Monthey
76,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Pierre-Alain RAEMY,VLR,1.0,H,45-65,Sion
77,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Kurt REGOTZ,CSPO,1.0,H,65+,Brig
78,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Jean-Pierre REY,VLR,-1.0,H,45-65,Sierre
79,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Caroline REYNARD,AdG,1.0,F,18-30,Sion
80,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Janine REY-SIGGEN,AdG,1.0,F,45-65,Sierre
81,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Johan ROCHEL,AC,1.0,H,30-45,Monthey
82,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Yann RODUIT,PDC,1.0,H,45-65,Sion
83,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Martine ROUILLER,AC,1.0,F,30-45,St-Maurice
84,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Gérard SALAMIN,PDC,-1.0,H,45-65,Sierre
85,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Mathieu SARRASIN,VLR,-1.0,H,45-65,Entremont
86,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Jean-Marc SAVIOZ,PDC,1.0,H,45-65,Sierre
87,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Pierre SCHERTENLEIB,AdG,1.0,H,65+,Sion
88,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Gerhard SCHMID,INDEP,1.0,H,65+,Östlich Raron
89,580,"606, vote 1 : Commission contre A-606.28 CVPO/UDCVR/SVPO/Crettenand A. etc.",20211207160250,"En l’absence d’un congé parental fédéral, l’État met en place un dispositif de congé parental cantonal.",(néant),68,35,4,1ère lecture - Commission 6,606,-1,-1,Remo SCHNYDER,SVPO,-1.0,H,45-65,Brig
